;;ITENS DE TRATO;;;;;;;;;;
Data de Inclusão;Id. Carregamento;;Hora;Dieta;;Carregamento;Ingrediente;Quantidade MN (kg);Motorista;Vagão;%MS Dieta Real;%NDT Dieta Real
11/09/2025;166048600000000;;07:14:55;CRECIMIENTO SORGO.19/08/2025;;2;MAIZ HUMIDO;1531,000000000;RUBEN VIERA;BAHMAN;38,71%;77,08%
10/09/2025;166048300000000;;17:21:41;CRECIMIENTO SORGO.19/08/2025;;11;CALCAREO;5,391418000;RUBEN VIERA;BAHMAN;38,92%;77,25%
10/09/2025;166048300000000;;17:21:41;CRECIMIENTO SORGO.19/08/2025;;11;NUCLEO CONFINAMIENTO;5,929953000;RUBEN VIERA;BAHMAN;38,92%;77,25%
10/09/2025;166048300000000;;17:27:10;CRECIMIENTO SORGO.19/08/2025;;11;Sorgo, silagem;903,000000000;RUBEN VIERA;BAHMAN;38,92%;77,25%
11/09/2025;166048440000000;;06:01:53;TERMINACION SORGO-19/08/2025;;1;Sorgo, grão úmido silagem;765,000000000;RUBEN VIERA;BAHMAN;41,10%;78,54%
11/09/2025;166048440000000;;06:04:02;TERMINACION SORGO-19/08/2025;;1;MAIZ HUMIDO;855,000000000;RUBEN VIERA;BAHMAN;41,10%;78,54%
11/09/2025;166048440000000;;06:10:42;TERMINACION SORGO-19/08/2025;;1;FARELO DE SOJA;145,027512000;RUBEN VIERA;BAHMAN;41,10%;78,54%
10/09/2025;166048060000000;;16:28:42;TERMINACION SORGO-19/08/2025;;10;CALCAREO;29,076915723;RUBEN VIERA;BAHMAN;41,20%;78,65%
10/09/2025;166048060000000;;16:37:38;TERMINACION SORGO-19/08/2025;;10;Sorgo, silagem;4116,000000000;RUBEN VIERA;BAHMAN;41,20%;78,65%
10/09/2025;166048300000000;;17:17:29;CRECIMIENTO SORGO.19/08/2025;;11;Sorgo, grão úmido silagem;261,000000000;RUBEN VIERA;BAHMAN;38,92%;77,25%
10/09/2025;166048300000000;;17:19:15;CRECIMIENTO SORGO.19/08/2025;;11;MAIZ HUMIDO;289,000000000;RUBEN VIERA;BAHMAN;38,92%;77,25%
10/09/2025;166048300000000;;17:21:41;CRECIMIENTO SORGO.19/08/2025;;11;FARELO DE SOJA;59,354142000;RUBEN VIERA;BAHMAN;38,92%;77,25%
10/09/2025;166048300000000;;17:21:41;CRECIMIENTO SORGO.19/08/2025;;11;UREIA PECUARIA;7,493980000;RUBEN VIERA;BAHMAN;38,92%;77,25%
10/09/2025;166047780000000;;15:47:03;CRECIMIENTO SORGO.19/08/2025;;9;Sorgo, silagem;4763,000000000;RUBEN VIERA;BAHMAN;38,72%;77,09%
10/09/2025;166048060000000;;16:21:03;TERMINACION SORGO-19/08/2025;;10;Sorgo, grão úmido silagem;1567,000000000;RUBEN VIERA;BAHMAN;41,20%;78,65%
10/09/2025;166048060000000;;16:25:21;TERMINACION SORGO-19/08/2025;;10;MAIZ HUMIDO;1717,000000000;RUBEN VIERA;BAHMAN;41,20%;78,65%
10/09/2025;166048060000000;;16:28:42;TERMINACION SORGO-19/08/2025;;10;FARELO DE SOJA;288,486354175;RUBEN VIERA;BAHMAN;41,20%;78,65%
10/09/2025;166048060000000;;16:28:42;TERMINACION SORGO-19/08/2025;;10;UREIA PECUARIA;40,421755165;RUBEN VIERA;BAHMAN;41,20%;78,65%
10/09/2025;166048060000000;;16:28:42;TERMINACION SORGO-19/08/2025;;10;NUCLEO CONFINAMIENTO;31,982301434;RUBEN VIERA;BAHMAN;41,20%;78,65%
10/09/2025;166047780000000;;15:34:22;CRECIMIENTO SORGO.19/08/2025;;9;Sorgo, grão úmido silagem;1298,000000000;RUBEN VIERA;BAHMAN;38,72%;77,09%
10/09/2025;166047780000000;;15:36:40;CRECIMIENTO SORGO.19/08/2025;;9;MAIZ HUMIDO;1536,000000000;RUBEN VIERA;BAHMAN;38,72%;77,09%
10/09/2025;166047780000000;;15:39:24;CRECIMIENTO SORGO.19/08/2025;;9;FARELO DE SOJA;313,008000000;RUBEN VIERA;BAHMAN;38,72%;77,09%
10/09/2025;166047780000000;;15:39:24;CRECIMIENTO SORGO.19/08/2025;;9;UREIA PECUARIA;39,520000000;RUBEN VIERA;BAHMAN;38,72%;77,09%
10/09/2025;166047780000000;;15:39:25;CRECIMIENTO SORGO.19/08/2025;;9;CALCAREO;28,432000000;RUBEN VIERA;BAHMAN;38,72%;77,09%
10/09/2025;166047780000000;;15:39:25;CRECIMIENTO SORGO.19/08/2025;;9;NUCLEO CONFINAMIENTO;31,272000000;RUBEN VIERA;BAHMAN;38,72%;77,09%
10/09/2025;166047530000000;;14:34:06;CRECIMIENTO SORGO.19/08/2025;;8;MAIZ HUMIDO;1526,000000000;RUBEN VIERA;BAHMAN;38,70%;77,07%
10/09/2025;166047530000000;;14:37:13;CRECIMIENTO SORGO.19/08/2025;;8;FARELO DE SOJA;313,008000000;RUBEN VIERA;BAHMAN;38,70%;77,07%
10/09/2025;166047530000000;;14:37:13;CRECIMIENTO SORGO.19/08/2025;;8;UREIA PECUARIA;39,520000000;RUBEN VIERA;BAHMAN;38,70%;77,07%
10/09/2025;166047530000000;;14:37:13;CRECIMIENTO SORGO.19/08/2025;;8;CALCAREO;28,432000000;RUBEN VIERA;BAHMAN;38,70%;77,07%
10/09/2025;166047530000000;;14:37:13;CRECIMIENTO SORGO.19/08/2025;;8;NUCLEO CONFINAMIENTO;31,272000000;RUBEN VIERA;BAHMAN;38,70%;77,07%
10/09/2025;166047530000000;;14:46:26;CRECIMIENTO SORGO.19/08/2025;;8;Sorgo, silagem;4763,000000000;RUBEN VIERA;BAHMAN;38,70%;77,07%
10/09/2025;166047280000000;;13:55:29;CRECIMIENTO SORGO.19/08/2025;;7;FARELO DE SOJA;313,008000000;RUBEN VIERA;BAHMAN;38,71%;77,07%
10/09/2025;166047280000000;;13:55:29;CRECIMIENTO SORGO.19/08/2025;;7;UREIA PECUARIA;39,520000000;RUBEN VIERA;BAHMAN;38,71%;77,07%
10/09/2025;166047280000000;;13:55:29;CRECIMIENTO SORGO.19/08/2025;;7;CALCAREO;28,432000000;RUBEN VIERA;BAHMAN;38,71%;77,07%
10/09/2025;166047280000000;;13:55:29;CRECIMIENTO SORGO.19/08/2025;;7;NUCLEO CONFINAMIENTO;31,272000000;RUBEN VIERA;BAHMAN;38,71%;77,07%
10/09/2025;166047280000000;;14:05:12;CRECIMIENTO SORGO.19/08/2025;;7;Sorgo, silagem;4758,000000000;RUBEN VIERA;BAHMAN;38,71%;77,07%
10/09/2025;166047530000000;;14:31:39;CRECIMIENTO SORGO.19/08/2025;;8;Sorgo, grão úmido silagem;1298,000000000;RUBEN VIERA;BAHMAN;38,70%;77,07%
10/09/2025;166047010000000;;10:48:01;TERMINACION SORGO-19/08/2025;;6;UREIA PECUARIA;42,072000000;RUBEN VIERA;BAHMAN;41,20%;78,59%
10/09/2025;166047010000000;;10:48:01;TERMINACION SORGO-19/08/2025;;6;NUCLEO CONFINAMIENTO;33,288000000;RUBEN VIERA;BAHMAN;41,20%;78,59%
10/09/2025;166047010000000;;10:48:01;TERMINACION SORGO-19/08/2025;;6;CALCAREO;30,264000000;RUBEN VIERA;BAHMAN;41,20%;78,59%
10/09/2025;166047010000000;;10:56:55;TERMINACION SORGO-19/08/2025;;6;Sorgo, silagem;4230,000000000;RUBEN VIERA;BAHMAN;41,20%;78,59%
10/09/2025;166047280000000;;13:50:04;CRECIMIENTO SORGO.19/08/2025;;7;Sorgo, grão úmido silagem;1298,000000000;RUBEN VIERA;BAHMAN;38,71%;77,07%
10/09/2025;166047280000000;;13:52:26;CRECIMIENTO SORGO.19/08/2025;;7;MAIZ HUMIDO;1526,000000000;RUBEN VIERA;BAHMAN;38,71%;77,07%
10/09/2025;166046750000000;;09:52:43;CRECIMIENTO SORGO.19/08/2025;;5;CALCAREO;28,432000000;RUBEN VIERA;BAHMAN;38,72%;77,09%
10/09/2025;166046750000000;;09:52:43;CRECIMIENTO SORGO.19/08/2025;;5;NUCLEO CONFINAMIENTO;31,272000000;RUBEN VIERA;BAHMAN;38,72%;77,09%
10/09/2025;166046750000000;;10:02:27;CRECIMIENTO SORGO.19/08/2025;;5;Sorgo, silagem;4763,000000000;RUBEN VIERA;BAHMAN;38,72%;77,09%
10/09/2025;166047010000000;;10:42:03;TERMINACION SORGO-19/08/2025;;6;Sorgo, grão úmido silagem;1595,000000000;RUBEN VIERA;BAHMAN;41,20%;78,59%
10/09/2025;166047010000000;;10:45:01;TERMINACION SORGO-19/08/2025;;6;MAIZ HUMIDO;1769,000000000;RUBEN VIERA;BAHMAN;41,20%;78,59%
10/09/2025;166047010000000;;10:48:01;TERMINACION SORGO-19/08/2025;;6;FARELO DE SOJA;300,264000000;RUBEN VIERA;BAHMAN;41,20%;78,59%
10/09/2025;166046510000000;;09:09:55;TERMINACION SORGO-19/08/2025;;4;NUCLEO CONFINAMIENTO;33,288000000;RUBEN VIERA;BAHMAN;41,20%;78,59%
10/09/2025;166046510000000;;09:09:55;TERMINACION SORGO-19/08/2025;;4;CALCAREO;30,264000000;RUBEN VIERA;BAHMAN;41,20%;78,59%
10/09/2025;166046750000000;;09:46:16;CRECIMIENTO SORGO.19/08/2025;;5;Sorgo, grão úmido silagem;1303,000000000;RUBEN VIERA;BAHMAN;38,72%;77,09%
10/09/2025;166046750000000;;09:49:15;CRECIMIENTO SORGO.19/08/2025;;5;MAIZ HUMIDO;1531,000000000;RUBEN VIERA;BAHMAN;38,72%;77,09%
10/09/2025;166046750000000;;09:52:43;CRECIMIENTO SORGO.19/08/2025;;5;FARELO DE SOJA;313,008000000;RUBEN VIERA;BAHMAN;38,72%;77,09%
10/09/2025;166046750000000;;09:52:43;CRECIMIENTO SORGO.19/08/2025;;5;UREIA PECUARIA;39,520000000;RUBEN VIERA;BAHMAN;38,72%;77,09%
10/09/2025;166046210000000;;08:17:14;CRECIMIENTO SORGO.19/08/2025;;3;Sorgo, silagem;4768,000000000;RUBEN VIERA;BAHMAN;38,65%;77,09%
10/09/2025;166046510000000;;08:51:13;TERMINACION SORGO-19/08/2025;;4;Sorgo, grão úmido silagem;1600,000000000;RUBEN VIERA;BAHMAN;41,20%;78,59%
10/09/2025;166046510000000;;08:55:59;TERMINACION SORGO-19/08/2025;;4;MAIZ HUMIDO;1764,000000000;RUBEN VIERA;BAHMAN;41,20%;78,59%
10/09/2025;166046510000000;;09:09:40;TERMINACION SORGO-19/08/2025;;4;Sorgo, silagem;4230,000000000;RUBEN VIERA;BAHMAN;41,20%;78,59%
10/09/2025;166046510000000;;09:09:55;TERMINACION SORGO-19/08/2025;;4;FARELO DE SOJA;300,264000000;RUBEN VIERA;BAHMAN;41,20%;78,59%
10/09/2025;166046510000000;;09:09:55;TERMINACION SORGO-19/08/2025;;4;UREIA PECUARIA;42,072000000;RUBEN VIERA;BAHMAN;41,20%;78,59%
10/09/2025;166046210000000;;08:03:12;CRECIMIENTO SORGO.19/08/2025;;3;Sorgo, grão úmido silagem;1298,000000000;RUBEN VIERA;BAHMAN;38,65%;77,09%
10/09/2025;166046210000000;;08:06:13;CRECIMIENTO SORGO.19/08/2025;;3;MAIZ HUMIDO;1526,000000000;RUBEN VIERA;BAHMAN;38,65%;77,09%
10/09/2025;166046210000000;;08:09:08;CRECIMIENTO SORGO.19/08/2025;;3;FARELO DE SOJA;309,209359223;RUBEN VIERA;BAHMAN;38,65%;77,09%
10/09/2025;166046210000000;;08:09:08;CRECIMIENTO SORGO.19/08/2025;;3;UREIA PECUARIA;39,040388350;RUBEN VIERA;BAHMAN;38,65%;77,09%
10/09/2025;166046210000000;;08:09:08;CRECIMIENTO SORGO.19/08/2025;;3;CALCAREO;28,086951456;RUBEN VIERA;BAHMAN;38,65%;77,09%
10/09/2025;166046210000000;;08:09:08;CRECIMIENTO SORGO.19/08/2025;;3;NUCLEO CONFINAMIENTO;30,892485437;RUBEN VIERA;BAHMAN;38,65%;77,09%
10/09/2025;166045910000000;;07:12:04;CRECIMIENTO SORGO.19/08/2025;;2;MAIZ HUMIDO;1526,000000000;RUBEN VIERA;BAHMAN;38,70%;77,07%
10/09/2025;166045910000000;;07:15:17;CRECIMIENTO SORGO.19/08/2025;;2;FARELO DE SOJA;313,008000000;RUBEN VIERA;BAHMAN;38,70%;77,07%
10/09/2025;166045910000000;;07:15:17;CRECIMIENTO SORGO.19/08/2025;;2;UREIA PECUARIA;39,520000000;RUBEN VIERA;BAHMAN;38,70%;77,07%
10/09/2025;166045910000000;;07:15:17;CRECIMIENTO SORGO.19/08/2025;;2;CALCAREO;28,432000000;RUBEN VIERA;BAHMAN;38,70%;77,07%
10/09/2025;166045910000000;;07:15:17;CRECIMIENTO SORGO.19/08/2025;;2;NUCLEO CONFINAMIENTO;31,272000000;RUBEN VIERA;BAHMAN;38,70%;77,07%
10/09/2025;166045910000000;;07:24:37;CRECIMIENTO SORGO.19/08/2025;;2;Sorgo, silagem;4763,000000000;RUBEN VIERA;BAHMAN;38,70%;77,07%
10/09/2025;166045660000000;;06:14:35;TERMINACION SORGO-19/08/2025;;1;FARELO DE SOJA;242,050317000;RUBEN VIERA;BAHMAN;41,23%;78,62%
10/09/2025;166045660000000;;06:14:36;TERMINACION SORGO-19/08/2025;;1;UREIA PECUARIA;33,915291000;RUBEN VIERA;BAHMAN;41,23%;78,62%
10/09/2025;166045660000000;;06:14:36;TERMINACION SORGO-19/08/2025;;1;NUCLEO CONFINAMIENTO;26,834289000;RUBEN VIERA;BAHMAN;41,23%;78,62%
10/09/2025;166045660000000;;06:14:36;TERMINACION SORGO-19/08/2025;;1;CALCAREO;24,396567000;RUBEN VIERA;BAHMAN;41,23%;78,62%
10/09/2025;166045660000000;;06:22:38;TERMINACION SORGO-19/08/2025;;1;Sorgo, silagem;3410,000000000;RUBEN VIERA;BAHMAN;41,23%;78,62%
10/09/2025;166045910000000;;07:09:24;CRECIMIENTO SORGO.19/08/2025;;2;Sorgo, grão úmido silagem;1298,000000000;RUBEN VIERA;BAHMAN;38,70%;77,07%
09/09/2025;166045450000000;;17:55:10;CRECIMIENTO SORGO.19/08/2025;;9;FARELO DE SOJA;232,995330000;RUBEN VIERA;BAHMAN;38,69%;77,07%
09/09/2025;166045450000000;;17:55:10;CRECIMIENTO SORGO.19/08/2025;;9;UREIA PECUARIA;29,417700000;RUBEN VIERA;BAHMAN;38,69%;77,07%
09/09/2025;166045450000000;;17:55:10;CRECIMIENTO SORGO.19/08/2025;;9;CALCAREO;21,164070000;RUBEN VIERA;BAHMAN;38,69%;77,07%
09/09/2025;166045450000000;;18:02:11;CRECIMIENTO SORGO.19/08/2025;;9;Sorgo, silagem;3546,000000000;RUBEN VIERA;BAHMAN;38,69%;77,07%
10/09/2025;166045660000000;;06:04:39;TERMINACION SORGO-19/08/2025;;1;Sorgo, grão úmido silagem;1296,000000000;RUBEN VIERA;BAHMAN;41,23%;78,62%
10/09/2025;166045660000000;;06:10:30;TERMINACION SORGO-19/08/2025;;1;MAIZ HUMIDO;1426,000000000;RUBEN VIERA;BAHMAN;41,23%;78,62%
09/09/2025;166045210000000;;17:08:55;CRECIMIENTO SORGO.19/08/2025;;8;UREIA PECUARIA;39,520000000;RUBEN VIERA;BAHMAN;38,70%;77,07%
09/09/2025;166045210000000;;17:08:55;CRECIMIENTO SORGO.19/08/2025;;8;CALCAREO;28,432000000;RUBEN VIERA;BAHMAN;38,70%;77,07%
09/09/2025;166045210000000;;17:16:26;CRECIMIENTO SORGO.19/08/2025;;8;Sorgo, silagem;4763,000000000;RUBEN VIERA;BAHMAN;38,70%;77,07%
09/09/2025;166045450000000;;17:49:30;CRECIMIENTO SORGO.19/08/2025;;9;Sorgo, grão úmido silagem;966,000000000;RUBEN VIERA;BAHMAN;38,69%;77,07%
09/09/2025;166045450000000;;17:52:15;CRECIMIENTO SORGO.19/08/2025;;9;MAIZ HUMIDO;1136,000000000;RUBEN VIERA;BAHMAN;38,69%;77,07%
09/09/2025;166045450000000;;17:55:10;CRECIMIENTO SORGO.19/08/2025;;9;NUCLEO CONFINAMIENTO;23,278095000;RUBEN VIERA;BAHMAN;38,69%;77,07%
09/09/2025;166045070000000;;16:33:49;TERMINACION SORGO-19/08/2025;;7;CALCAREO;20,140692000;RUBEN VIERA;BAHMAN;41,18%;78,58%
09/09/2025;166045070000000;;16:40:58;TERMINACION SORGO-19/08/2025;;7;Sorgo, silagem;2815,000000000;RUBEN VIERA;BAHMAN;41,18%;78,58%
09/09/2025;166045210000000;;17:03:20;CRECIMIENTO SORGO.19/08/2025;;8;Sorgo, grão úmido silagem;1298,000000000;RUBEN VIERA;BAHMAN;38,70%;77,07%
09/09/2025;166045210000000;;17:06:05;CRECIMIENTO SORGO.19/08/2025;;8;MAIZ HUMIDO;1526,000000000;RUBEN VIERA;BAHMAN;38,70%;77,07%
09/09/2025;166045210000000;;17:08:55;CRECIMIENTO SORGO.19/08/2025;;8;NUCLEO CONFINAMIENTO;31,272000000;RUBEN VIERA;BAHMAN;38,70%;77,07%
09/09/2025;166045210000000;;17:08:55;CRECIMIENTO SORGO.19/08/2025;;8;FARELO DE SOJA;313,008000000;RUBEN VIERA;BAHMAN;38,70%;77,07%
09/09/2025;166044780000000;;15:46:16;TERMINACION SORGO-19/08/2025;;6;Sorgo, silagem;4305,000000000;RUBEN VIERA;BAHMAN;41,02%;78,52%
09/09/2025;166045070000000;;16:27:13;TERMINACION SORGO-19/08/2025;;7;Sorgo, grão úmido silagem;1061,000000000;RUBEN VIERA;BAHMAN;41,18%;78,58%
09/09/2025;166045070000000;;16:30:52;TERMINACION SORGO-19/08/2025;;7;MAIZ HUMIDO;1173,000000000;RUBEN VIERA;BAHMAN;41,18%;78,58%
09/09/2025;166045070000000;;16:33:49;TERMINACION SORGO-19/08/2025;;7;FARELO DE SOJA;199,825692000;RUBEN VIERA;BAHMAN;41,18%;78,58%
09/09/2025;166045070000000;;16:33:49;TERMINACION SORGO-19/08/2025;;7;UREIA PECUARIA;27,998916000;RUBEN VIERA;BAHMAN;41,18%;78,58%
09/09/2025;166045070000000;;16:33:49;TERMINACION SORGO-19/08/2025;;7;NUCLEO CONFINAMIENTO;22,153164000;RUBEN VIERA;BAHMAN;41,18%;78,58%
09/09/2025;166044780000000;;15:31:52;TERMINACION SORGO-19/08/2025;;6;Sorgo, grão úmido silagem;1595,000000000;RUBEN VIERA;BAHMAN;41,02%;78,52%
09/09/2025;166044780000000;;15:35:04;TERMINACION SORGO-19/08/2025;;6;MAIZ HUMIDO;1769,000000000;RUBEN VIERA;BAHMAN;41,02%;78,52%
09/09/2025;166044780000000;;15:38:16;TERMINACION SORGO-19/08/2025;;6;FARELO DE SOJA;300,264000000;RUBEN VIERA;BAHMAN;41,02%;78,52%
09/09/2025;166044780000000;;15:38:16;TERMINACION SORGO-19/08/2025;;6;UREIA PECUARIA;42,072000000;RUBEN VIERA;BAHMAN;41,02%;78,52%
09/09/2025;166044780000000;;15:38:16;TERMINACION SORGO-19/08/2025;;6;NUCLEO CONFINAMIENTO;33,288000000;RUBEN VIERA;BAHMAN;41,02%;78,52%
09/09/2025;166044780000000;;15:38:16;TERMINACION SORGO-19/08/2025;;6;CALCAREO;30,264000000;RUBEN VIERA;BAHMAN;41,02%;78,52%
09/09/2025;166044510000000;;14:33:50;CRECIMIENTO SORGO.19/08/2025;;5;MAIZ HUMIDO;1521,000000000;RUBEN VIERA;BAHMAN;38,69%;77,06%
09/09/2025;166044510000000;;14:36:47;CRECIMIENTO SORGO.19/08/2025;;5;NUCLEO CONFINAMIENTO;31,272000000;RUBEN VIERA;BAHMAN;38,69%;77,06%
09/09/2025;166044510000000;;14:36:47;CRECIMIENTO SORGO.19/08/2025;;5;FARELO DE SOJA;313,008000000;RUBEN VIERA;BAHMAN;38,69%;77,06%
09/09/2025;166044510000000;;14:36:47;CRECIMIENTO SORGO.19/08/2025;;5;UREIA PECUARIA;39,520000000;RUBEN VIERA;BAHMAN;38,69%;77,06%
09/09/2025;166044510000000;;14:36:47;CRECIMIENTO SORGO.19/08/2025;;5;CALCAREO;28,432000000;RUBEN VIERA;BAHMAN;38,69%;77,06%
09/09/2025;166044510000000;;14:46:47;CRECIMIENTO SORGO.19/08/2025;;5;Sorgo, silagem;4763,000000000;RUBEN VIERA;BAHMAN;38,69%;77,06%
09/09/2025;166044240000000;;13:49:17;CRECIMIENTO SORGO.19/08/2025;;4;NUCLEO CONFINAMIENTO;31,272000000;RUBEN VIERA;BAHMAN;38,69%;77,06%
09/09/2025;166044240000000;;13:49:17;CRECIMIENTO SORGO.19/08/2025;;4;FARELO DE SOJA;313,008000000;RUBEN VIERA;BAHMAN;38,69%;77,06%
09/09/2025;166044240000000;;13:49:18;CRECIMIENTO SORGO.19/08/2025;;4;UREIA PECUARIA;39,520000000;RUBEN VIERA;BAHMAN;38,69%;77,06%
09/09/2025;166044240000000;;13:49:18;CRECIMIENTO SORGO.19/08/2025;;4;CALCAREO;28,432000000;RUBEN VIERA;BAHMAN;38,69%;77,06%
09/09/2025;166044240000000;;13:58:25;CRECIMIENTO SORGO.19/08/2025;;4;Sorgo, silagem;4768,000000000;RUBEN VIERA;BAHMAN;38,69%;77,06%
09/09/2025;166044510000000;;14:30:58;CRECIMIENTO SORGO.19/08/2025;;5;Sorgo, grão úmido silagem;1298,000000000;RUBEN VIERA;BAHMAN;38,69%;77,06%
09/09/2025;166043970000000;;11:23:27;TERMINACION SORGO-19/08/2025;;3;FARELO DE SOJA;300,264000000;RUBEN VIERA;BAHMAN;41,24%;78,62%
09/09/2025;166043970000000;;11:23:27;TERMINACION SORGO-19/08/2025;;3;UREIA PECUARIA;42,072000000;RUBEN VIERA;BAHMAN;41,24%;78,62%
09/09/2025;166043970000000;;11:23:27;TERMINACION SORGO-19/08/2025;;3;NUCLEO CONFINAMIENTO;33,288000000;RUBEN VIERA;BAHMAN;41,24%;78,62%
09/09/2025;166043970000000;;11:23:27;TERMINACION SORGO-19/08/2025;;3;CALCAREO;30,264000000;RUBEN VIERA;BAHMAN;41,24%;78,62%
09/09/2025;166044240000000;;13:42:59;CRECIMIENTO SORGO.19/08/2025;;4;Sorgo, grão úmido silagem;1298,000000000;RUBEN VIERA;BAHMAN;38,69%;77,06%
09/09/2025;166044240000000;;13:46:09;CRECIMIENTO SORGO.19/08/2025;;4;MAIZ HUMIDO;1526,000000000;RUBEN VIERA;BAHMAN;38,69%;77,06%
09/09/2025;166043610000000;;07:20:31;CRECIMIENTO SORGO.19/08/2025;;2;UREIA PECUARIA;40,479223301;RUBEN VIERA;BAHMAN;38,76%;77,01%
09/09/2025;166043610000000;;07:20:31;CRECIMIENTO SORGO.19/08/2025;;2;CALCAREO;29,122097087;RUBEN VIERA;BAHMAN;38,76%;77,01%
09/09/2025;166043610000000;;07:32:20;CRECIMIENTO SORGO.19/08/2025;;2;Sorgo, silagem;4763,000000000;RUBEN VIERA;BAHMAN;38,76%;77,01%
09/09/2025;166043970000000;;11:02:40;TERMINACION SORGO-19/08/2025;;3;Sorgo, grão úmido silagem;1610,000000000;RUBEN VIERA;BAHMAN;41,24%;78,62%
09/09/2025;166043970000000;;11:05:43;TERMINACION SORGO-19/08/2025;;3;MAIZ HUMIDO;1769,000000000;RUBEN VIERA;BAHMAN;41,24%;78,62%
09/09/2025;166043970000000;;11:23:10;TERMINACION SORGO-19/08/2025;;3;Sorgo, silagem;4230,000000000;RUBEN VIERA;BAHMAN;41,24%;78,62%
09/09/2025;166043280000000;;06:20:33;TERMINACION SORGO-19/08/2025;;1;CALCAREO;30,264000000;RUBEN VIERA;BAHMAN;41,20%;78,59%
09/09/2025;166043280000000;;06:29:18;TERMINACION SORGO-19/08/2025;;1;Sorgo, silagem;4230,000000000;RUBEN VIERA;BAHMAN;41,20%;78,59%
09/09/2025;166043610000000;;07:14:50;CRECIMIENTO SORGO.19/08/2025;;2;Sorgo, grão úmido silagem;1298,000000000;RUBEN VIERA;BAHMAN;38,76%;77,01%
09/09/2025;166043610000000;;07:17:50;CRECIMIENTO SORGO.19/08/2025;;2;MAIZ HUMIDO;1526,000000000;RUBEN VIERA;BAHMAN;38,76%;77,01%
09/09/2025;166043610000000;;07:20:31;CRECIMIENTO SORGO.19/08/2025;;2;NUCLEO CONFINAMIENTO;32,031029126;RUBEN VIERA;BAHMAN;38,76%;77,01%
09/09/2025;166043610000000;;07:20:31;CRECIMIENTO SORGO.19/08/2025;;2;FARELO DE SOJA;320,605281553;RUBEN VIERA;BAHMAN;38,76%;77,01%
08/09/2025;166043170000000;;18:06:05;TERMINACION SORGO-19/08/2025;;13;Sorgo, silagem;405,000000000;RUBEN VIERA;BAHMAN;44,27%;78,51%
09/09/2025;166043280000000;;06:09:38;TERMINACION SORGO-19/08/2025;;1;Sorgo, grão úmido silagem;1595,000000000;RUBEN VIERA;BAHMAN;41,20%;78,59%
09/09/2025;166043280000000;;06:16:15;TERMINACION SORGO-19/08/2025;;1;MAIZ HUMIDO;1769,000000000;RUBEN VIERA;BAHMAN;41,20%;78,59%
09/09/2025;166043280000000;;06:20:33;TERMINACION SORGO-19/08/2025;;1;FARELO DE SOJA;300,264000000;RUBEN VIERA;BAHMAN;41,20%;78,59%
09/09/2025;166043280000000;;06:20:33;TERMINACION SORGO-19/08/2025;;1;UREIA PECUARIA;42,072000000;RUBEN VIERA;BAHMAN;41,20%;78,59%
09/09/2025;166043280000000;;06:20:33;TERMINACION SORGO-19/08/2025;;1;NUCLEO CONFINAMIENTO;33,288000000;RUBEN VIERA;BAHMAN;41,20%;78,59%
08/09/2025;166043170000000;;17:56:07;TERMINACION SORGO-19/08/2025;;13;Sorgo, grão úmido silagem;185,000000000;RUBEN VIERA;BAHMAN;44,27%;78,51%
08/09/2025;166043170000000;;17:57:41;TERMINACION SORGO-19/08/2025;;13;MAIZ HUMIDO;200,000000000;RUBEN VIERA;BAHMAN;44,27%;78,51%
08/09/2025;166043170000000;;18:00:23;TERMINACION SORGO-19/08/2025;;13;FARELO DE SOJA;33,984810000;RUBEN VIERA;BAHMAN;44,27%;78,51%
08/09/2025;166043170000000;;18:00:23;TERMINACION SORGO-19/08/2025;;13;UREIA PECUARIA;4,761742000;RUBEN VIERA;BAHMAN;44,27%;78,51%
08/09/2025;166043170000000;;18:00:23;TERMINACION SORGO-19/08/2025;;13;NUCLEO CONFINAMIENTO;3,767680000;RUBEN VIERA;BAHMAN;44,27%;78,51%
08/09/2025;166043170000000;;18:00:23;TERMINACION SORGO-19/08/2025;;13;CALCAREO;3,425393000;RUBEN VIERA;BAHMAN;44,27%;78,51%
08/09/2025;166042900000000;;17:08:13;TERMINACION SORGO-19/08/2025;;12;MAIZ HUMIDO;1905,000000000;RUBEN VIERA;BAHMAN;44,35%;78,59%
08/09/2025;166042900000000;;17:11:08;TERMINACION SORGO-19/08/2025;;12;FARELO DE SOJA;323,280000000;RUBEN VIERA;BAHMAN;44,35%;78,59%
08/09/2025;166042900000000;;17:11:08;TERMINACION SORGO-19/08/2025;;12;UREIA PECUARIA;45,296000000;RUBEN VIERA;BAHMAN;44,35%;78,59%
08/09/2025;166042900000000;;17:11:08;TERMINACION SORGO-19/08/2025;;12;NUCLEO CONFINAMIENTO;35,840000000;RUBEN VIERA;BAHMAN;44,35%;78,59%
08/09/2025;166042900000000;;17:11:08;TERMINACION SORGO-19/08/2025;;12;CALCAREO;32,584000000;RUBEN VIERA;BAHMAN;44,35%;78,59%
08/09/2025;166042900000000;;17:19:35;TERMINACION SORGO-19/08/2025;;12;Sorgo, silagem;3854,000000000;RUBEN VIERA;BAHMAN;44,35%;78,59%
08/09/2025;166042650000000;;16:37:58;CRECIMIENTO SORGO.19/08/2025;;11;NUCLEO CONFINAMIENTO;27,681591889;RUBEN VIERA;BAHMAN;42,25%;77,04%
